id	filename	md5	size	state
add860d5-0826-41fd-8544-65fd00bcb1e8	TCGA-BH-A1F6-11B-07-TSG.e3faadcc-59ae-4ed9-9b4c-cd24dd8c93b5.svs	8fc6dd581b03b0d0281bcd9c6c2772a0	57838753	released
53392363-a06f-45c9-b7fb-8e669f516c34	TCGA-BH-A0BL-11A-01-TSA.2d6b96e2-dbea-44dd-bce3-7ed7197ac04c.svs	2d8883cf2a3dc8c29db07464eece3480	275770821	released
4e603516-44a4-42a1-a6fe-e352502f2c31	TCGA-E2-A15I-11A-02-TS2.de04bebf-bc03-43d3-930e-256081110fdc.svs	1b7674f336f6aadfde7a40e064bbd2cd	75960407	released
26da09a8-0c88-4ddb-bd8b-50d0040c7e08	TCGA-BH-A1F5-11A-03-TSC.601188a7-6224-4945-820f-68e9edcfcd62.svs	62f20564e9fa0fc0671a19dca303ee41	38740731	released
f2cdb05f-78d8-449d-bffd-0bd128f4188b	TCGA-E2-A1LB-11A-01-TSA.099aaa2f-dc57-4d07-b4ac-c53fdf724aa1.svs	ace7de6cfd6612fd0cb7da3e769816b0	68033821	released
80c16057-0ac0-4a30-927a-364e54a3cab9	TCGA-E2-A1LB-11A-02-TSB.31f7b9f9-b92a-423e-ab1d-6d2539d34635.svs	9a3cac84ff5633036fe5b498c08f0817	94347135	released
a30eb555-7366-4137-b78a-b5b841c4a869	TCGA-BH-A1FU-11B-03-TSC.955dbf0e-b2b2-4d89-bf94-7da8f525db85.svs	8d5e7423a8586b787b8fa18c47083833	39395447	released
ac1d0bf4-113a-4a43-8885-15f06a2cb55c	TCGA-BH-A0DK-11A-01-BSA.24ac9a7c-948b-46fc-a596-488f9a428073.svs	5e68adda27d769139d76240764bdaaf4	95825971	released
32ac53aa-8b2c-4c4b-b766-e74caf4679e2	TCGA-E9-A1RF-11A-03-TSC.d178551e-c56d-4b0f-b52c-f406104461f4.svs	10759ab7e2d90bf4648c3b5c22433af0	20213005	released
923ef0f5-d662-44d3-ac3a-467170da6a1b	TCGA-BH-A0DK-11A-01-TSA.d5e0abdb-dc70-4290-a691-1bbcc92cc22d.svs	404d342d960f7744f0f14f1434100462	65943571	released
a5d52f80-d753-4e71-a1fe-db7dd21976ed	TCGA-E9-A1RF-11A-01-TSA.59367fbe-ac2e-41a8-897e-36549c622e11.svs	18ba91a8fbd22295d9d9e48410994f7a	22754917	released
31257c1d-b924-46f4-89ea-8fe15176d274	TCGA-A7-A56D-11A-07-TS7.BBE263D2-0349-4AD6-85A0-9EC428070CCF.svs	5c24af0a34f0d690a8278e2fa8610f8e	119623445	released
bd95de6a-82cb-44f0-87de-0d2cf9fa6165	TCGA-A7-A56D-11A-05-TS5.0C3F2A18-2A78-470F-8F03-F955CB7E978F.svs	63b3abbbdfe2c4834c1d3e07b1cccba0	110123905	released
90b71f0d-36be-4fd6-b5ec-8eddc9832c80	TCGA-A7-A56D-11A-04-TS4.A975E7D1-260F-494E-9B04-57BFA214E2F3.svs	96e5947693c8a3b8c434f0ce1716eb72	133630683	released
3efb11d8-0232-4b2e-ac14-fa7b2304ae91	TCGA-A7-A56D-11A-07-BS7.1131427E-7065-40DA-B23C-18F1E4150AAD.svs	1966cd5f45ab75d235baa93d04787eef	100481771	released
21f3bcd5-62d6-488a-8e53-323015d65dc1	TCGA-A7-A56D-11A-06-TS6.B7D5977A-A297-456A-B95F-18A065A56B33.svs	82b2b5d7e48ba971620ed62c7afda98f	69102459	released
7cab2474-f7b4-4bcb-b029-5b56e19c8b11	TCGA-E9-A1ND-11A-03-TSC.b7b050ff-bf2c-4bd7-8387-37fdfc338df6.svs	ba45ce9fae130844d3c70b0de849950d	44985931	released
09dc749b-b26f-4a58-aab8-e8cd4ee1b173	TCGA-E9-A1ND-11A-01-TSA.a76828aa-9b4c-4470-ac13-6d308bbab093.svs	1162d1d921aea1b2560dbccda8a4c270	56635147	released
ece788f4-d42d-431a-8513-78cc8900bde6	TCGA-E9-A1ND-11A-04-TSD.af074b3b-023f-4d75-9563-f8d931a7f658.svs	71dd9bdf3cdd0d4fea61ae6b4d985776	51160071	released
a4843e4b-fc9f-4079-bbd6-92266623ad28	TCGA-E9-A1ND-11A-02-TSB.9b647998-dc18-422f-a4f6-2047cdce837d.svs	f0265b1104d642f8c4bd5bf69d63bfc4	63291439	released
425f65d2-a66b-4ee7-9b5b-257deb27a957	TCGA-BH-A1FU-11B-02-TSB.006fc1c5-95e1-43d7-a9dd-8ec9f6bb60b0.svs	e971b9104f94190cda2b847c77bb194e	70452157	released
76312b70-ba23-4460-b2b3-e3880c50a616	TCGA-BH-A1FU-11A-02-TSB.3eea4c17-bf8b-46c0-90df-fcfa364c6724.svs	d894a96b00a45fe47f7a626d578398fa	47319825	released
135e8974-dfd7-4e17-a667-2981de631417	TCGA-A7-A0DB-11A-02-BS2.8d8e5cca-5222-4dc8-8b42-df64bdc7652a.svs	d4c54d804c47dbf987cbe18e9107fec2	77649211	released
14dfd8b7-596a-43af-a88a-1d07273e6911	TCGA-A7-A0DB-11A-03-TS3.0a4e3580-9711-488f-8a18-54f72c429035.svs	6bf5a5b391f8ce6c97a6c2c0fca5136a	57646251	released
c889068d-db1c-4a83-9316-f46a5095b28b	TCGA-E9-A1RF-11A-02-TSB.72654ff0-42fd-4f2e-ae3f-81bbae058511.svs	f0ad1dc0e6fdad712d1f866629390001	44308675	released
83076920-d3dd-4dea-8448-3c8b2985a114	TCGA-AC-A23G-11A-01-TS1.D5A95860-E969-4A93-9C73-3273D462E8C9.svs	7ed43757fa66fee8f7fb21ba63b6bf42	64489839	released
0e4d6f9d-785c-451f-823d-a9b8537b864a	TCGA-AC-A2FE-11B-02-TS2.0B545C95-DAA0-4BFC-A38B-1A7A2CB15B8A.svs	a79fd5cbd2e2f2b6930b348394957f75	54711975	released
e9dccd24-dd16-452d-9c89-c42fbf0eb2c8	TCGA-AC-A2FO-11A-01-TSA.321E6C39-7731-4486-944A-68EB3EF32F84.svs	32c71c6478a8d3f0a0e18ea5e8d6edf5	73919935	released
32799ef7-dec2-4dbb-ade3-a17a4a16f5d5	TCGA-GI-A2C8-11A-02-TSB.52d81f22-3684-4ea5-a0a6-5d5e7aba92ae.svs	51ddaa0ba3fcf2d55a91ec98f3678485	56487501	released
03c83b28-4ff4-4b72-9b2a-7fcf6cd41838	TCGA-E2-A1L7-11A-02-TS2.929aacee-dce4-423f-8a48-a92e7d6282f7.svs	7c5648e27a861a7ac8c0126e5b861440	100249795	released
d7ef4778-ad23-4ae6-b8f3-149642666c98	TCGA-E2-A1L7-11A-03-TS3.51feadcb-2877-436b-8571-c61854e266e5.svs	6d1ffdb14eaccfd722dd7081c8bce1f0	83353925	released
a7c60ec7-0930-4f4d-ae39-2d7e52feb72c	TCGA-E2-A1LI-11A-02-TSB.327c00e2-446f-4305-a2f6-10a5dfe1749f.svs	0e25008d0026ca5795c5c2b536bc9674	58936993	released
6dde98b6-fd1c-489a-bef7-3506fbdb6c26	TCGA-BH-A0HA-11A-03-TSC.e33d53d9-d5f2-46fb-8c98-12b6b499560e.svs	8ed6e764e886da77e64fab4d06a37b97	56227251	released
cf36f381-e38e-42bd-852e-b25c846104bb	TCGA-BH-A0BS-11A-01-TSA.2830eb43-a695-49c0-a69d-0b17545f8bde.svs	022b3bcf144b7d9d5a6bcadf84cb3b2b	318763733	released
d4bcf1b8-8464-473a-99ae-5fe80aba2756	TCGA-BH-A0DI-11A-04-TSD.f83aed76-ec5c-4551-8e98-6591a08f6ab1.svs	9053d5e9967eab2241d1d11b4cb520d0	27601251	released
a993001f-33d4-4dbc-9776-cd4543cd1547	TCGA-E2-A15L-11A-02-TSB.d9e2b4cb-28c3-474c-b8b7-5951976f2270.svs	190374e1caa64b3e48ed54a38ce29459	63681173	released
c475b6dc-0a1f-4981-afee-65a82500bfeb	TCGA-BH-A0BW-11A-02-TSB.8bd88f0a-1677-43fd-b7df-0f8f2c3be236.svs	9897480fc31cb3284e408ae526cc0e64	36733833	released
93706682-89e0-46fd-9ddb-ef500b01a410	TCGA-BH-A1EN-11A-02-TSB.80cbd775-1154-4345-8308-cd598803c147.svs	a68eecb6450e208476d4d3479c8dec3a	42053547	released
97070066-97bd-49f8-86a2-6af078f00a52	TCGA-E9-A1NF-11A-06-TSF.0687a88c-a157-4796-a5ac-f05584ba36e4.svs	7123634d6a8322500884dad8afd8540e	145248195	released
4c6efc1e-986d-40b9-8119-df40449fdf63	TCGA-E9-A1NF-11A-05-TSE.ce5bd77f-0820-41e4-9983-763573dee004.svs	4062021b06b8fe567dcd545a7a7c383d	24325897	released
602a9da2-84e7-4cb1-82fc-8ce1f35c0662	TCGA-BH-A1F8-11B-02-TS2.1b61d7ce-7138-4514-bade-d4a57ff5d900.svs	68164ab507a4a84c93e3a3da98d1e614	60901271	released
edfdd85a-3091-4499-a303-00825c220f95	TCGA-BH-A18T-11A-02-TSB.330b2105-ded8-4a08-a4ae-de6349c36aa2.svs	f82593cebac9523847324c6eb8630823	87337303	released
ea12c61d-d0fd-4391-8da7-4944694fa163	TCGA-BH-A0DP-11A-01-BSA.58e27204-ca0e-4a23-bcce-9c1ea5c6ecbd.svs	0caa3373da49a120163f62d6cd695d95	116477801	released
3bfbce5f-f718-4f58-a067-54858be9127c	TCGA-AC-A2FK-11A-02-TSB.5EDF62BD-0B8E-452E-865F-FD8BFC5C0240.svs	a382c365dbcb68b5ec6af598dbce791b	25475595	released
530dfb7b-5577-4df6-9e5c-04489dceb0d6	TCGA-E9-A1RI-11A-02-TSB.119af739-bacb-4bff-b7f4-341a50850f16.svs	927ce304dc3512c817ac6b0c90da03ab	56269049	released
7a2fc2ef-1c9e-4108-be67-3ea69cb988e7	TCGA-BH-A1F6-11B-09-TSI.d705584d-6a19-4eb1-88cc-405867148b09.svs	bbee2524e3a73f3bd0f59d00b57317b9	107514533	released
beeec0d2-a0e5-4e79-8ffd-d3a816501004	TCGA-E9-A1N6-11A-03-TSC.7fc99944-9421-4376-b64c-c5f3536a02ff.svs	124c3fb930df03d73ea604b28b566c66	32104717	released
094afd23-bf08-41f7-a0ce-e2c4cf1d8885	TCGA-BH-A1F5-11A-04-TSD.167a31e7-fe4a-4fa4-a021-cdd93c081f6b.svs	78c8c48ce67a7f05ae390828846e1136	62793321	released
92509371-bd3e-4c09-84d2-3a6542f9334e	TCGA-BH-A1ES-06A-01-TS1.88993BF7-05AB-4657-A625-C77592D6DC4B.svs	3804b0c6a8b6381cf9d5373e15ded4b6	279569279	released
e88e5339-e104-4473-9677-ccc7327e4a75	TCGA-BH-A0BV-11A-03-TSC.645b9dfa-3a41-4452-942e-055522324438.svs	103009cb0fc609a8dc03173133bf2324	71138591	released
9e81a05c-2170-4839-95c7-6c8867c8dcc2	TCGA-BH-A0DT-11A-02-TSB.18fb8ee2-359f-4141-bf77-43cff268737c.svs	777f1272a0f6efb2f802a3ec34cac1b8	68548119	released
230093c2-dc88-4e59-bf36-9bd42eeb5167	TCGA-A7-A0CH-11A-02-BS2.77935660-1118-4fa2-8b79-3828c9ca4fc1.svs	81cfd28171667aefd4cf2fa4290c99b7	109294899	released
f7be0eee-6e11-407a-b565-19b759240244	TCGA-GM-A2D9-11A-01-TS1.79145174-9304-4CDA-8900-9A6A3ACC2B4B.svs	37440e8ec26514688071650ff2347635	47238805	released
f129342b-fc2f-4b5a-99c2-2260a3286515	TCGA-E9-A1N4-11A-04-TSD.fa134061-83d9-4fe7-9f9c-58811a961d24.svs	9adce945998035806149011646a8fb6d	42117415	released
cadeb7e5-4f89-4965-b8b8-4f0a4b710a02	TCGA-BH-A18V-11A-02-TSB.6d39d85d-2309-4b01-b860-2273580ad4ef.svs	db20dbe3222a2c303aa5dd7dd4332dd2	58355077	released
9b6a0b2d-b17f-43cf-8889-d7c255d6ebee	TCGA-GM-A2D9-11A-03-TS3.065CE0E2-0F61-441B-A9E3-FABFF123F4BA.svs	ad57333f842186f403d0c1949a998a8e	67580901	released
db7a8e8d-8a84-454a-a770-2246c4e2e153	TCGA-E9-A1N4-11A-02-TSB.4ade0518-9888-4ee2-98ba-ccf8e57bd39d.svs	0627d41a764685b3ffb28de9a2f05db6	40120365	released
799ffa2e-9520-4cdb-a37f-bd708e41ebff	TCGA-BH-A0H3-11A-01-TSA.1720d8fc-722f-435e-8e65-722ab5865bfe.svs	064f6ac61d0182af977200c4580e6ef5	62200673	released
593619c0-0fdc-4032-a7a1-4960fbd423e0	TCGA-BH-A18V-11A-05-TSE.e0ed4c5f-4c86-4837-a29f-3c5426ebb2b9.svs	5a7d5bd0984f06793722b13e3a13a2e4	110477147	released
cf3fd93d-5b7c-45f5-b342-1f16efbd86f4	TCGA-E2-A1IU-11A-04-TSD.e6f3112e-ffbb-40c6-be29-5cb1a4a20d94.svs	9223e78263fc51830710b36861d45ff4	118839839	released
a68e33c5-cf9e-45a9-9fc0-d71cc1d69f80	TCGA-BH-A0C0-11A-02-TSB.739aaca8-b70d-4586-b134-1e18a906b24e.svs	da2dda174718e5bf146c6604aee504ad	52633035	released
504b1c85-6633-4043-8343-01d41f700559	TCGA-BH-A0C0-11A-02-BSB.8fef7630-9151-41e4-9d1c-52e083c4772b.svs	baadb0b14836bcc4a220c3a3f2e7517a	53274095	released
7c7cadf3-afd4-4594-bebe-1fccbfe21504	TCGA-BH-A18L-11A-03-TSC.01c004dd-25f5-4a45-8d5a-4158fa1b0e8d.svs	77d429a39b418eb2949e8289339460dd	89188867	released
46a03692-265f-4f14-9c96-e75d7c4819a6	TCGA-BH-A18L-11A-04-TSD.a86064b9-2149-4b37-bc1d-db51f7cc2dbf.svs	f88aa114cf6371d8cfc0973fb78f1943	48118153	released
12607d48-1c4e-4f74-b88d-8375e4ede523	TCGA-AC-A2FG-11A-01-TS1.8192AEB9-1A2C-42B1-BC91-FDBDB10FDF6F.svs	368cb4678e77fc83f04cca9400c94f3d	38785203	released
349f289e-4781-4ee2-83bd-f1be488a669e	TCGA-BH-A0BM-11A-01-TSA.e9248134-2bbf-47ba-9b85-4f89f78dd58a.svs	2c11198bb03acb9ba2a571e26a77c0f9	421375751	released
ed85d5db-6183-4bfc-9e0c-e5ae9134103b	TCGA-E2-A15L-11A-01-TSA.ceda7977-d676-40a2-8f5a-98aa2870d4fe.svs	54a91fe3e281da117f1d893da38baf5a	74726193	released
9889e560-aa9c-4829-ad38-5b4944505bbf	TCGA-BH-A0BW-11A-01-TSA.a70c68c4-87db-48b3-ab77-c82a3f3e8c73.svs	09198b71df541bc54e127bb70aeab42d	483097675	released
bb946f8d-e6da-4b50-895d-9b432ec7a33f	TCGA-BH-A1FE-11B-01-TSA.64df3bc1-a7ca-4bc6-bd99-e619d76f5cb0.svs	735328d4698d770bdd3d6f6b6cc0d73e	68077625	released
038cd9de-f320-42d2-ae41-0644d78b6bd7	TCGA-BH-A1FE-06A-01-TSA.5B9D58FA-F6DF-44B9-8AD1-078FDA8341D2.svs	a3182bc0f0eb068c99daaf4c14868f7e	94732615	released
5ad36052-4e21-430c-afa0-873868a97201	TCGA-E9-A1NF-11A-04-TSD.10c326fa-637d-4cb9-b839-b182c0c240a0.svs	8668f34a19ea3b6ca45a9333f5abdc03	36203125	released
107e14e6-7758-4ed5-a02f-b5354cf35940	TCGA-BH-A18T-11A-01-TSA.b01c06c8-2562-4e06-984d-a13718ab234e.svs	19a469f99135cb05d1f4fda67955ef7b	82980363	released
45ec9230-4402-4531-8e35-e7658e9df623	TCGA-BH-A0DP-11A-01-TSA.77dc8d08-cc2b-4e5f-b739-caa069549979.svs	949651d706c503682e011cecde65280b	119506989	released
ce1ed917-5147-4f24-8ca6-5169026dc477	TCGA-BH-A1F5-11A-01-TSA.722ded38-3e3f-492c-bc15-5f517bb13c7f.svs	b873a2f1c3a512559d666be4c256c712	68577129	released
850e3d70-e65f-4659-bf70-69f7a366da38	TCGA-BH-A1ES-11A-01-TSA.c3cd8df1-0faf-4eb1-aa70-de039e6efa02.svs	5c1ad9c958673fe1ace402664904a606	43682535	released
80f701fd-4143-4849-b4bc-e37b5d28f8fd	TCGA-AC-A6IX-06A-01-TS1.587DDD44-6D10-46F8-A78F-4D755536C353.svs	de0b47c73d18cef9dcd1de0e79ebc3ff	122748973	released
ac5867cd-ceff-4301-85e0-466573f3fdf7	TCGA-BH-A0DT-11A-01-TSA.a0b7728d-eeff-4069-915f-fcb128dd538d.svs	c869ca14241a8ce8df838dc1ca6eb539	60875237	released
f0effd2f-f670-4255-aa06-c5814dbc2c64	TCGA-E2-A1IF-11A-01-TSA.d60f04e8-d139-4026-8487-f415163eee17.svs	c97b5c76cbb297d0748c3cdba7f67174	40886903	released
5769e4e2-e9ab-468b-a3b5-8233e7f9a82d	TCGA-E2-A1IF-11A-02-TSB.1f119fa2-30fc-4f12-b356-2bd0d1ef0692.svs	78eedc85428ec5cb47e74a0a521b9d0e	43643049	released
a5884627-0cbc-42b1-ae8e-b66fad32ec1d	TCGA-BH-A0DT-11A-03-TSC.93dce195-b89e-48f4-a266-42b0a918a3e1.svs	f584632c08a7a93b58a0c5997811f8de	70094229	released
7ab4ca46-6187-4822-8c14-d27e2a7d6ce9	TCGA-BH-A1EW-11A-01-TSA.3178a64a-8f2c-4d81-b7aa-494fa13f9ec9.svs	05e7a3f74874b1898251aae1938273a0	69026111	released
cb1a4e27-ecf1-41c7-9a4c-d2efcdef428c	TCGA-BH-A1F2-11A-03-TSC.ef500ca2-7215-4451-8edf-4c67ebb535a6.svs	96f2d04235815f6835f41208f4076c01	71265521	released
fcdc7c48-6d3d-4ca8-a0f8-88373ffc2173	TCGA-A7-A13G-11A-05-TS5.13f71f7b-775c-4e05-a055-8d54cc3b6e46.svs	c2e3f20c29ba13cfe5d6dd103309f1e3	103445489	released
041141cd-04e2-40c9-940f-a728efa340c6	TCGA-E9-A1N4-11A-03-TSC.0ab3ef8b-3590-4449-9fb2-5b9a4cda0df0.svs	d6ca05a3fa70050760dcce92e1e332e4	46016021	released
0d631254-63db-4e6a-8407-cd6ea423d0e6	TCGA-E2-A1II-11A-02-TSB.2147ab37-d9fb-44bd-8690-ed1949c529a5.svs	12b00114394dd49dc12c0c03c59ff838	136462879	released
d0c7ea82-d761-47cf-b0a8-472f9b9d3717	TCGA-E2-A1II-11A-01-TSA.d7aca2da-ef88-491a-9d9e-680365668fab.svs	4cad5c8668d936387ed8f17d4d3c6616	62662035	released
d9650472-555e-4939-831c-ea8cdb8ba794	TCGA-E2-A1IU-11A-01-TSA.1c0aabbc-d315-4571-ada6-4d23b691441e.svs	cd71e2754e48e77e8b9208adfab401e1	33033983	released
7ee8eb65-6142-4d34-b7de-417cb0c4bdae	TCGA-E2-A1IU-11A-06-TSF.96609ca3-27d5-47b7-a3b2-9f658b24a26b.svs	efd11f9387f549f69301a279fea84b35	58401273	released
5b2ef3e7-ff85-451b-ba10-c5d9d063502f	TCGA-E2-A1IU-11A-03-TSC.1e0a5cc1-d90d-4b19-9f96-93f67139fdb7.svs	fd0dd14eadd6ff3bc7e01c5782f8f3e9	45377717	released
c0236e8b-daa3-49df-a088-f0cc20a41f1a	TCGA-BH-A204-11A-05-TSE.0200bd2e-e94b-479e-910f-709a4e197250.svs	84cf59305f0dc88fe11c9a644637f24a	54719323	released
e4dab2e4-6f28-4328-88b1-88112d9aa5a4	TCGA-E2-A1L7-11A-01-TS1.c0e56837-7354-4ff4-a0af-07e0db45194c.svs	357210f5cb5e9d9f72669f5c2eca473c	70832921	released
1b6d88a6-7d0d-44fe-9289-82a4e0049fcc	TCGA-BH-A18L-11A-01-TSA.6258b2db-96a5-4e26-bacb-37afc6313b4c.svs	962dd7d68c1ef1f7229406faac03bd6e	108031711	released
f1422768-0109-403e-972c-900d660c5cd4	TCGA-E2-A1LI-11A-01-TSA.a23d52ae-a237-4e26-a5e3-89c803cb9e9d.svs	3b207c9d46ab3a753e81a80c56051bee	89462525	released
c85bf8a3-82eb-4c7e-ad94-1a08e5c5552e	TCGA-E2-A1LE-11A-01-TSA.BC61BB74-ECF6-4F6F-BE08-82A4DD5A1D03.svs	d2b26de4660c288e11a739204af696b3	50970503	released
47af6453-c460-4706-b017-8297fda2a867	TCGA-E2-A1IG-11A-02-TSB.5614fffa-9d12-4693-829a-fe2560467565.svs	e704d3b702e75a91730bddcda7564c2a	169337055	released
aa2b2dfa-f278-4dbe-b2fc-70a9bfa11e52	TCGA-E2-A1LE-11A-02-TSB.8204BE90-50EC-4A34-95DE-100CFE76418C.svs	d3d19beff4ba641b84cc97d878636aaf	60413389	released
58518f1e-d5ed-4d0b-a45f-13c89f347432	TCGA-BH-A1FD-11A-02-TSB.e7ff5c30-58bd-4e77-97a1-192d925428bc.svs	c6b77529ef03fd538089e622f78175aa	65871335	released
883b708d-f9f3-4b62-b4c7-6496963b0f99	TCGA-BH-A1FD-11B-02-TSB.8611282b-6d91-4d3c-b1e1-54d96cb06bff.svs	94a7a27833065081a39955e765c685c3	61017403	released
ef461f60-7feb-49f0-b6ad-d305ccdc3b62	TCGA-BH-A1FD-11B-01-TSA.87c08270-1451-41a8-b8fd-b8addfd8d165.svs	500930a31388d0ab92d4489e1a9b0c87	84422033	released
e674121c-cfc7-47ea-bb01-685cea9ca90d	TCGA-E9-A1NA-11A-01-TSA.9be608fd-d7ba-4d67-b63f-cb4ffff930ee.svs	0df8bce0c035ee2b4c4b55c39a546b3c	58424031	released
2038f954-285d-4ccd-98e8-61053b8a7753	TCGA-BH-A0DI-11A-03-TSC.4debf838-7aef-4d9c-996a-0d0549222fb0.svs	0ce9dde46035be8567ed690360f9fff8	46094173	released
2b6ec763-a89d-4bf6-b182-5c2ef62e708b	TCGA-BH-A0BM-11A-01-BSA.dc5c9770-8b07-4712-ac5a-f195efda7561.svs	e9f7c5df21a020d726ac7c519ad5bd1a	250341531	released
24074520-beb8-49bd-b291-4ff356b95613	TCGA-E2-A15L-11A-03-TSC.0f188c59-68c6-4598-bf03-e6da869ee15a.svs	dfa6665f571349bf239023e3464240d0	35109875	released
4ef7211e-387c-436b-9601-006dac2b6c49	TCGA-AC-A2FF-11A-01-TS1.5B36FFA1-3190-441A-869D-9280242BCE21.svs	23b6053c8e4f718b4acc95a54e6a787d	48401453	released
c2f0952f-7f61-4601-acb0-dd258dcc9b6b	TCGA-BH-A0BZ-11A-06-TSF.8926f914-ba66-41ff-b779-574f25cb99b4.svs	329f8146119e66b0a7249a6cb6a69014	129864105	released
79f43348-b423-44f8-896e-8dd77fe2537a	TCGA-BH-A0BW-11A-01-BSA.06e78372-88dc-4e56-ac02-219351b122b5.svs	0fae71e66b2b6fc6191734930d36f5ff	293689659	released
61dec704-9bd3-48a9-a690-d57f60738a81	TCGA-BH-A1FB-11A-01-TSA.0e4d0ac5-aab3-4033-b475-a594a427c246.svs	d1491b265442ddada670ff2332591f00	88664153	released
945983a7-108a-4e77-941a-b65bdb6575eb	TCGA-BH-A1FB-11A-03-TSC.e2d67d44-5209-4fe3-9330-5b08e299baff.svs	93eeefa8b6ba3ac1774171c0233e83e3	90970321	released
e0e797f3-e527-4f1e-834d-07da09ef84a9	TCGA-AC-A2BM-11A-01-TSA.5457450A-A90E-4D41-9737-3ACC40D09211.svs	7584bca40eb59ad5beec9df81b66ddb5	52575153	released
86d32017-77b9-4326-affd-f418ca8053ba	TCGA-BH-A0BF-11A-01-TSA.709449f0-86c4-4cb7-b9a8-31b6edfc39b1.svs	249b7ff6306042edd21a10b9ff41d0c2	163042117	released
e12b8611-f49a-4cdd-849e-0384478fbbc0	TCGA-BH-A18T-11A-04-TSD.8013c4d9-cb10-4576-a68a-39c179870283.svs	400968c1a15de23c6981714599b611a0	49403783	released
