patch_id,num_cells,cell_types,area_cells,tumor
591_image_png.rf.33080d913764fcb8585bbec3185ac445.jpg,24,"1, 2",8789,1
392_image_png.rf.3b5e922817db10178ebfd6f2ace02e92.jpg,13,"1, 2",5183,1
568_image_png.rf.8d0e5ffede148edb9b98aa7e38bc1faa.jpg,19,"0, 1, 2",9882,1
168_image_png.rf.dcf4c325c947ae713b84f7150b5a8d23.jpg,39,"0, 1, 2",14536,1
386_image_png.rf.7c76e8240f2ae4b8c7e41c4d9164812a.jpg,11,"1, 2",4079,1
630_image_png.rf.139195285d08f18b625d9f75007e28d4.jpg,31,"1, 2",14103,1
309_image_png.rf.a9ba19feb172b1f648a84a8379d5d3bb.jpg,67,"0, 1, 2",10484,1
615_image_png.rf.2d0ea4289e49dd1a36793ffac57f2936.jpg,39,"1, 2",14667,1
288_image_png.rf.21e0a871ec5a6cb1728e8df83cabfe08.jpg,51,"0, 1, 2",6773,1
510_image_png.rf.9e1f10b4f9f0c1250357c5c4d6e6a024.jpg,22,"0, 1, 2",9241,1
191_image_png.rf.7f185ce73cf21fe06872168ddbb4340a.jpg,65,"0, 1",17681,1
642_image_png.rf.5c02ea40e804e020610b285936aa4452.jpg,73,"0, 1, 2",20975,1
482_image_png.rf.038f6123f2cd4add7207d0bd12335ee8.jpg,28,"0, 1, 2",11305,1
409_image_png.rf.959df618badf1003e81f48a9eab2bf2f.jpg,24,"1, 2",9049,1
722_image_png.rf.b7825b1ad55798ca470a6a0783438195.jpg,10,"1, 2",2830,1
515_image_png.rf.4bd2fa18a6d91e2f3ec2dc432a45c28c.jpg,32,"0, 1, 2",10882,1
143_image_png.rf.fd9666a5893ac822febbb0755ec21748.jpg,30,"1, 2",12098,1
575_image_png.rf.e452d539320cf85ca834654193db8474.jpg,35,"0, 1, 2",10718,1
133_image_png.rf.16ebd036483a8985434f58e45b3667a6.jpg,60,"0, 1",16508,1
509_image_png.rf.45267d67faaa51d4f011cca06ed95743.jpg,27,"0, 1, 2",10378,1
194_image_png.rf.cabbe3d33f961899eef051c9739af039.jpg,80,"0, 1, 2",21633,1
431_image_png.rf.af669af4a6ea742f4708446e48f0ce16.jpg,25,"1, 2",9294,1
306_image_png.rf.dfefd0a06de98434e99664dd83189f6c.jpg,84,0,9654,0
653_image_png.rf.ec79f1d57897211a7a8f3650aa99900c.jpg,35,"0, 1, 2",14044,1
278_image_png.rf.300cca93a84d78eb0b92cf34616528e4.jpg,78,0,8578,0
713_image_png.rf.d19e1360049d424c0626fea15e26fbec.jpg,40,"0, 1, 2",15342,1
204_image_png.rf.c1598597b48c1475ffa667f4ff5405c7.jpg,100,0,5863,0
280_image_png.rf.0ce7fde54ffb0f78b72706ab062691d3.jpg,77,0,8782,0
479_image_png.rf.2e8fecd4375c1d7948d61f0a3b40b9a5.jpg,32,"0, 1, 2",8758,1
218_image_png.rf.9e968bc0adc48b92d87d8caa57116f82.jpg,100,0,5290,0
138_image_png.rf.4ce9783c1c19d2f05ad5b8424f6756a5.jpg,71,"0, 1",17622,1
207_image_png.rf.e8c28e9ee1b6b7ac1622842d3c0d3847.jpg,100,0,6016,0
663_image_png.rf.dfcabc2a3d410cf4962b04cabf51a2b3.jpg,32,"0, 1, 2",10691,1
710_image_png.rf.5522d39f9d9ab0eb0110b4322b606bd9.jpg,11,"1, 2",6429,1
414_image_png.rf.51f7c69ab12bc47fd5ad2a483cba17b1.jpg,26,"0, 1, 2",9367,1
236_image_png.rf.76c5da0eada2e3f1dc34d9fa335de158.jpg,88,0,12735,0
213_image_png.rf.bae2425143d204951efbd1e8301efb6b.jpg,66,0,8614,0
400_image_png.rf.5a86fe1ce79b7cea6635eb226f9612ef.jpg,13,"1, 2",4445,1
385_image_png.rf.3c6ff320f003bb40f82f1054bf20b227.jpg,14,"1, 2",5166,1
228_image_png.rf.fa5c16cacbaee1e7bc9a5a3a4d9571ed.jpg,100,0,10982,0
593_image_png.rf.4429adbbbf9c7aff524a806981eddd6c.jpg,15,"1, 2",6714,1
54_image_png.rf.97c4ca8003a614339a12e6547ec28b1d.jpg,11,"1, 2",4376,1
498_image_png.rf.2be535740146606769de5fd78d33b993.jpg,26,"0, 1, 2",8186,1
73_image_png.rf.f0f0eaf963084b6fe01b3724b8c50530.jpg,33,"0, 1, 2",6333,1
192_image_png.rf.a9cf1ee50cc474c6c7e34266189bdafd.jpg,42,"0, 1, 2",15598,1
652_image_png.rf.bbce92962c91ebdb28be2bede5ead4e7.jpg,54,"0, 1, 2",17011,1
333_image_png.rf.e5d64ed5e6f62a14c06c8f1a619e2c9b.jpg,100,0,9972,0
272_image_png.rf.e7af8cc442b002a031f2cebbffeef9dc.jpg,55,"0, 1",6833,1
505_image_png.rf.9130be07cfdfdf4495aa21763ee0cd12.jpg,59,"0, 1",15234,1
375_image_png.rf.d70fcb32a33b5afa09c3a4bc2e8170eb.jpg,17,2,8432,0
304_image_png.rf.83dd7e2e1064b3a1c9bbab26537e7701.jpg,50,"0, 2",5750,0
406_image_png.rf.1323978a41f65d8419bba62bc089b482.jpg,34,"0, 1, 2",12451,1
403_image_png.rf.073f2b0c4ee4130762f47c6c1c144bb5.jpg,12,"0, 1, 2",6156,1
667_image_png.rf.42e02fef2e7f190127e2280c1bcfe322.jpg,16,"1, 2",6787,1
29_image_png.rf.5444539588683facd34692db5c08ad5c.jpg,10,"1, 2",4087,1
445_image_png.rf.a0bfa6a6a45f6d817a0332ead1e757a9.jpg,24,"0, 1, 2",7192,1
703_image_png.rf.cf4d5cc06e646a0c84788a49a4f06ff9.jpg,37,"1, 2",16595,1
429_image_png.rf.9e929740d5f6d9620800acc7aab6eab1.jpg,29,"0, 1, 2",8455,1
578_image_png.rf.00e722d907110a66a1b67bcd19d661ed.jpg,11,"1, 2",2961,1
186_image_png.rf.66cda4347ab180278e1b8ebdf0bb9aa5.jpg,60,"0, 1",17588,1
322_image_png.rf.193f2852fd65f13abe42d5ec619ff87f.jpg,98,0,11378,0
561_image_png.rf.a3e48053a096ebe66761ba485b3b8518.jpg,24,"0, 1, 2",9706,1
147_image_png.rf.a70e63d0045c2fbc5b997f9ba5667873.jpg,30,"1, 2",13283,1
382_image_png.rf.8f42774c9608db6954fdf66243c7b020.jpg,11,"1, 2",4120,1
695_image_png.rf.2c218ee93c09d44d1c1d5c8b247e2021.jpg,9,"0, 1, 2",3641,1
489_image_png.rf.46b02eeeb6aacbabd61c297783abf973.jpg,18,"0, 1",6723,1
553_image_png.rf.99850f90408654380721442d4b59587f.jpg,20,"0, 1, 2",6364,1
473_image_png.rf.692657fe58dac67752610fb5726cc89f.jpg,26,"0, 1, 2",9975,1
706_image_png.rf.86800879ffad84bb81c30f4db9715f87.jpg,34,"0, 1, 2",13458,1
587_image_png.rf.12bac94589243f05087dfcc2207b84c3.jpg,26,2,9638,0
52_image_png.rf.3da5cc69126f08a33224b31872fc1f58.jpg,9,2,2989,0
565_image_png.rf.c651371c8b8d72897f0ca3520128e4ad.jpg,24,"0, 1, 2",7641,1
273_image_png.rf.a07ba64d2ea817c41b21a02fab15ce08.jpg,37,"0, 1, 2",5747,1
632_image_png.rf.c10c36da430d9fd76d64093e0cf9f343.jpg,21,"1, 2",7983,1
245_image_png.rf.510e21460174bae4938956f99988a963.jpg,54,"0, 1, 2",6868,1
647_image_png.rf.e709265ba31b098f661d91742b3fe116.jpg,44,"0, 1, 2",13388,1
500_image_png.rf.88ea6d5c8b8361e510aca94430ab69f0.jpg,24,"0, 1, 2",7023,1
211_image_png.rf.4264561f152e82cff0629457703a9fc6.jpg,100,0,5872,0
683_image_png.rf.86c2a6085d766693c77c6ab29125278d.jpg,22,"1, 2",9164,1
541_image_png.rf.3f51cf7c694f28d18a7876a7d237b38e.jpg,25,"1, 2",11261,1
719_image_png.rf.bd48cf5e16af350a3e5ab5f4f13928bb.jpg,18,"1, 2",7155,1
472_image_png.rf.87d58684452f4edf25892d6f2a7688a5.jpg,66,"0, 1",16852,1
236_image_png.rf.830d18f0fb9e892e0847857983afa13f.jpg,85,0,12716,0
333_image_png.rf.3a2cfc14c7551b452eb680ccb50542a6.jpg,86,0,8680,0
280_image_png.rf.8a8cda54d42df7b7fec8b52b3612fb25.jpg,82,0,9003,0
628_image_png.rf.3c74aff70facb4801deea641dd3718ea.jpg,43,"1, 2",17311,1
573_image_png.rf.0efe7f1a814fa8d6e1f4836eeb2fc3e7.jpg,26,"0, 1, 2",7087,1
357_image_png.rf.127d59919a20af4e06b33afadb6291ef.jpg,16,"1, 2",6212,1
358_image_png.rf.f111cb102b299daa15792ad1b75714cc.jpg,11,"1, 2",6129,1
641_image_png.rf.61f08d5fc9a27d91809d74251318cf3c.jpg,51,"0, 1, 2",13401,1
